INSERT INTO `emprestimos` (`id_emprestimo`, `numero_conta`, `nome_completo`, `genero`, `estado_civil`, `dependentes`, `educacao`, `emprego`, `propriedade`, `credito`, `renda_mensal_requerente`, `renda_mensal_co_requerente`, `valor_emprestimo`, `duracao_emprestimo`, `resultado_predicao`, `data_registro`) VALUES
(1074, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1075, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1076, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1077, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1078, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1079, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1080, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1081, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1082, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1083, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1084, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1085, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1086, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1087, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1088, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1089, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1090, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1091, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1092, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1093, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1094, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1095, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1096, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1097, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1098, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1099, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1100, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1101, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1102, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1103, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1104, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1105, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1106, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1107, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1108, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1109, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1110, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1111, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1112, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1113, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1114, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1115, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1116, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1117, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1118, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1119, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1120, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1121, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1122, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1123, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1124, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1125, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1126, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1127, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1128, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1129, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1130, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1131, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1132, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1133, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1134, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1135, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1136, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1137, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1138, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1139, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1140, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1141, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1142, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1143, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1144, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1145, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1146, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1147, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1148, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1149, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1150, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1151, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1152, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1153, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1154, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1155, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1156, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1157, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1158, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1159, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1160, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1161, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1162, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1163, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1164, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1165, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1166, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1167, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1168, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1169, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1170, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1171, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1172, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1173, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1174, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1175, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1176, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1177, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1178, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1179, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1180, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(1181, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(1182, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(1183, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1184, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(1185, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1186, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1187, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1188, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(1189, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(1190, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57');
